User,Wave,Target Type,Score,Time Taken,Mistakes,Word Size, Word Distance
user_$UD@z10r1mUJxWYzz*3&
,2,Main Targets,78.609604,0.36667,0.0,3.0,0.0,
user_zWjAxBQAJ$!yUwqRCw9y
,4,Main Targets,36.134975,2.520991,0.428571,3.285714,0.0,
,,Alt Targets,51.594894,0.650509,0.0,2.75,0.0,
